sentiment,comment
neutral,"Đánh_giá Miband_2 ​ Chào các bạn , như có_thể thấy Miband_2 hiện_tại vẫn rất rất HOT và chưa có dấu_hiệu hạ nhiệt nào . Trên_Lazada giá bán đang dao_động từ 765.000đ ( nếu có dùng mã giảm_giá ) hoặc lên đến 1.250.00đ . Giảm_giá Cần_Thơ đã tổng_hợp mã giảm_giá vào link giá rẻ nhất cho các bạn tham_khảo và đặt mua . Dự_đoán giá của Miband sẽ vẫn còn cao trong tháng 6 và tháng 7 . Xem đánh_giá Miband_1S ở bài viết bên dưới ... ​ Đây sẽ chỉ là phần đánh_giá sơ của mình sau một thời_gian sử_dụng Miband_2 , khen có , chê có . Khen là Xiaomi đã biết lắng_nghe người dùng khi trang_bị một màn_hình OLED hiển_thị và một nút cảm_ứng . Điều tuyệt_vời nhất_là bạn đã có_thể xem các thông_số như bước_đi , quãng đường đi được hoặc đo trực_tiếp nhịp tim trên Miband_2 mà không thông_qua điện_thoại . Một nâng_cấp cực_kì đáng_giá cho những_ai đã sử_dụng Miband_1 hoặc Miband_1S . Dung_lượng pin được tăng lên đến 70mAh , cho_phép bạn dùng đến 20 ngày không cần sạc . Tuy_nhiên với thời_lượng dùng nhiều như mình thì chỉ trụ được khoảng 10 – 15 ngày , đã rất khủng trong thế_giới vòng đeo tay theo_dõi sức_khỏe . Ngoài_ra , Miband_2 đã có_thể báo rung tin nhắn , app thứ 3 như Facebook , Twitter , … mà không cần phải jailbreak , nhưng những ứng_dụng khác như Zalo , Messenger vẫn chưa_thể chọn được . Ở những máy Android thì đã dùng bình_thường , và tất_nhiên là đầy_đủ tính_năng . Điểm chê là Miband_2 được quảng_cáo là có màn_hình chống trầy , chống bám vân tay nhưng không_thể thể_hiện được . Vừa đeo khoảng 1 ngày thì những vết xước dăm đã bắt_đầu xuất_hiện và dấu vân tay vẫn xuất_hiện , dù không dày_đặc , vẫn chấp_nhận được . Ngoài_ra , màn_hình không hiển_thị tốt ngoài trưa nắng cũng là điểm trừ của Miband_2 tới thời_điểm hiện_tại . Ngoài_ra , một_số anh_em Android gặp lỗi không_thể thông_báo khi có tin nhắn mặc_dù đã bật trong Mifit , tuy_nhiên chỉ là thiểu_số và có người sửa được , có người không . iOS có_vẻ ổn_định hơn nhưng không nhiều tính_năng bằng Android .
"
negative,"﻿Slide Display chỉ như_vậy thôi_thì hơi bị chán .  
"
neutral,"Căn_bản của việc bỏ kinect là bắt_buộc hay windows_8 đạt được không nhiều thành_công về doanh_số và MS phải nắn chỉnh lại cho người dùng chuột và bàn_phím là bởi_vì nó là cái áo_rộng mặc cho 1 cơ_thể bé_nhỏ . nhu_cầu hiện_tại với cả tiêu_dùng cá_nhân lẫn doanh_nghiệp chưa lớn đến mức mà phải cần 1 cái áo_rộng , mặc_dù một lượng nhất_định đã nhận thấy windows_8 hay xbox_one có khả_năng đáp_ứng nhu_cầu của họ trong hiện_tại hay tuơng_lai . Ngày_xưa ai cũng bảo điện_thoại chụp ảnh cùi , máy_ảnh mới đẹp . Bây_giờ smartphone đã "" bức_tử "" máy_ảnh cầm tay và một phần máy chuyên_nghiệp nữa . Đến 1 lúc_nào đó máy_tính_bảng sẽ phải đa_năng hơn và đó là lúc windows_8 hay các đời windows sau windows_8 sẽ phất lên và giữ thế thống_trị . Bởi windows có 1 sức_mạnh tiềm_năng to_lớn , thậm_chí là vô_tận về khả_năng đáp_ứng mà i_OS hay Android không có . Xbox_one sẽ không còn chỉ chơi game nữa mà_còn hơn thế VD : chơi game nhiều nên ít vận_động không tốt cho sức_khoẻ , có kinect người_ta sẽ vận_động nhiều để chơi và sẽ rèn_luyện sức_khoẻ . Bước lùi của MS chỉ là tạm_thời thôi .
"
negative,"﻿nhìn cái con mắt lồi ip_7 xấu tệ luôn
"
positive,"Các thím chê vội quá , tôi vẫn đang Z_Ultra 6.4 inche đây . Xem tin , chơi game bét_nhè củng chỉ phải xạc mỗi ngày_một lần . Pin dùng được bao_lâu phụ_thuộc vào chất_lượng phần_cứng , dung_lượng khả_dụng ... nữa . Đã dùng Sony rồi thì ít muốn đổi lắm .
"
negative,"﻿Nhìn thì đẹp chứ mình đã dùng từ zen_5 , zen2 , zen_Go ... thấy chất_lượng kém .
"
neutral,"Đúng rồi . Mình đã tìm được rồi , phải để cho AW nó đồng_bộ thì nó mới hiểu cho sms tiếng_việt . Cám_ơn bạn nhé .
"
negative,"Bình cũ , rượu cũ , chỉ có nút chai là mới ... ip chẳn thì mới hoàn_toàn mới . Còn ip lẻ thì na_ná cái cũ ...
"
negative,"đã nói sưu_tầm thì ng ta sưu_tầm cái máy cổ_lỗ_sĩ kia chứ chả ai dở_hơi đi mua máy này . mới chả ra mới , cũ chả ra cũ . tính ra thì thằng nintendo vụ này hút máu ng dùng còn gì .  
"
neutral,"Xiaomi rất biết lâng nghe người dùng . Chỉ cần thêm cái màn led nhỏ báo giờ là đập chết hết các thể_loại smartwatch ở phân khúc bình_dân .  
"
neutral,"Theo như hình thì có_thể tháo tấm thép trên nắp chuột nhằm giảm trọng_lượng cho nó . Các chuột cao_cấp đều có thêm miếng thép để điều_chỉnh trọng_lượng chuột cho phù_hợp với nhiều người dùng khác_nhau .  
"
neutral,"Không thấy cái mail notification có chữ FUSA ah ? FPT_USA đó bạn . Bác chủ topic cũng đang xây_dựng VN từ nơi khác đó thôi  
"
neutral,"mình ở VN cũng xài i Phone nhưng mình chọn Pebble vì đơn_giản nó : 1 . rẻ ( có_thể không sang ) - sang thì cứ đồng_hồ số bình_thường cũng được . 2 . chỉ đơn_giản đọc tn , xem ai gọi đến , điều_khiển nhạc & xem thông_tin của Runtastic trên đt . 3 . pin 5-7 ngày thoải_mái . Apple_Watch giá cũng okie nhưng thật_sự thất_vọng cái mặt đồng_hồ lồi & siêu dễ bể + ở VN xài cái đó chủ_yếu là khoe của nhiều hơn nên mình sẽ chờ khi nào đúng nhu_cầu mới mua , ko thì vẫn Pebble tiếp ! PS : Với mình giá_trị bản_thân không nằm ở chỗ cái nhà , cái xe hay cái đt "" gold "" hoặc ở bất_kì món đồ nào mà chính là con_người mình .  
"
negative,"Hic , mình đã mua , sử_dụng hơn 1 tuần thì xảy_ra vấn_đề lỗi khá nghiêm_trọng sau 2 ngày này , giấc_ngủ nó không theo_dõi nữa , báo là không có data , nhục hơn là nó bị khùng nhập vô thông_tin bước_đi , trong lúc mình ngủ , nó báo mình đi cả 2 km , vãi đạn , chán ghê Các bro xem lỗi ở đây nhé https : / / goo.gl/photos/DfXh6yKUgsXzQrWB6 hic , có ai bị giống mình không ?  
"
negative,"Không_thể xấu hơn được nữa .
"
positive,"Quá đỉnh ! ! !
"
positive,"mình đang dùng note_4 xách tay mỹ viết trả_lời cho bạn đây . Theo đánh_giá là rất ổn_định
"
negative,"Nản quá . Máy em mang đi up lên 4.0 mà nghe nhạc bằng tai_nghe lại nhỏ hơn bản 2.3 là sao . 4.0 chạy cũng không mượt bằng 2.3 !  
"
negative,"﻿máy nhật_bản unlock toàn bị lỗi muti thôi  
"
negative,"﻿Khuyên thằng em_trai mua Note_5 giờ nó nói chả ra_gì . Android chả được mượt siêu phẩm gì vẫn giật lag . Cái bút thì ít dùng . Thời_gian đầu về thì lỏng lắc nhẹ là rơi . Nó rút điện_thoại ra nghe mạnh_tay 1 cái_thế là rơi ra đường ô_tô cán qua . Đi bảo_hành SS bảo bị lỗi cái lẫy gì đó . Giờ thì nó không rút được ra . Ra bảo_hành thì bảo không còn nguyên_vẹn nên không bảo_hành . Cái chỗ cắm bút vào thì được tháng đã xước tòe loe . Khuyên các bạn đừng mua siêu phẩm của Samsung . Phần_mềm thì quá chậm cập_nhật . Phần_mềm rác thì nhiều vô_kể . Thật_sự quá thất_vọng .
"
positive,"Với màn_hình cỡ lớn thì các gia_đình có điều_kiện chẳng khác_nào sắm một rạp xem phim tại_gia rồi , em có tiền em cũng sắm mấy quả này xem cho nó bõ : D
"
positive,"Hay và giá mềm .  
"
negative,"Đã đi_sau lại còn đón_đầu ... chịu chả hỉu nổi
"
negative,"Đây có_lẽ là cú ngáp cuối_cùng của HTC chăng . Sao mà đắt quá vậy .
"
positive,"Càng lồi càng thích
"
positive,"con này dùng được đó bác ạ , trước em dùng thấy tốt  
"
negative,"GPU trên chip Kirin của HW kém , chơi game 3D hay bị giật .
"
positive,"3G còn tùy lúc_nào và khi nào và ở đâu nữa bạn àk ... camera 13mp rất tốt nha bạn . . mình đã tét thử ... còn hình thì khi đem lên máy_tính thì tất_nhiên sẽ kkhác khi trên dt rùi . . vì ss dùng màn_hình super amoled mà ... máy_tính cho hình chân_thật vì là LCD  
"
negative,"Thêm ram làm_gì . Nên tiết_kiệm chi_phí để tăng lợi_nhuận chứ . Máy chạy rầm_rầm có gì đâu mà đua ram .
"
neutral,"Con này có thêm nút Gesture thì tốt biết_bao .  
"
positive,"samsung đang mạnh lên , chúc_mừng samsung
"
negative,"﻿Đưa sang VN chắc ế . Người Việt đã mua smart_phone là phải đắt tiền để chưng_diện . Người không có nhều tiền thì mua loại "" cục gạch "" , chỉ để nghe , gọi và nhắn_tin thôi .
"
neutral,"Đắt quá nhỉ , đang bán dòng Enterprise_SM863 và PM863 của Samsung vì giờ người_ta chuộng lắm , hơn cả Intel .
"
neutral,"Quan_trọng là thời_lượng Pin được mấy gìơ !  
"
neutral,"Mình mới mua 2 hôm_nay thôi . Lúc đầu cũng nghe_nói giật nên tìm_hiểu . Lúc mua vác laptop ra test thấy ko giật nên lấy Khoing biêt sau_này có giật k  
"
negative,"Thực_ra tiện nhưng lại ko tiện . Ví_dụ muốn nghe cuộc_gọi đến SIM chính thì_phải chuyển cuộc_gọi , tự_nhiên lại tốn tiền . Chưa kể nếu có ai nhắn đến SIM chính cũng không biết luôn . Ngoài_ra khi muốn gọi thì lại phải gọi từ SIM trên watch , như_vậy mọi người sẽ rất bối_rối với 2 số của bạn . Ngoài_ra ở nước_ngoài việc duy_trì 2 SIM với 2 số điện_thoại là tốn_kém và không cần_thiết , mỗi line điện_thoại tốn $ 40 - $ 50 chứ không ít . Nếu coi watch không phải thiết_bị "" nối dài "" của phone mà là thiết_bị độc_lập thì cũng tốt , tuy_nhiên sẽ cần một thời_gian nữa để nó có_thể thực_sự hoạt_động độc_lập được , đặc_biệt là về pin . Hy_vọng tương_lai 5-7 năm nữa thì smartphone cũng không cần , chỉ cần 2 thiết_bị : smartwatch với tablet lai laptop là đủ  
"
negative,"﻿uầy bác này nói trúng những suy_nghĩ của em từ lúc cái AW nó xuất_hiện = ) ) Thích nhất cái số 2 mà bác nói . . Chuẩn ko thể chỉnh . Đi tập gym ghét cứ phải nhét cái ip_6 + trong túi . Để ở ngoài ( kế bên ) lúc tập thì sợ tập xong đứng lên lại quên cầm . Để trong locker thì lại sợ missed calls với dropped emails ... ... cái thứ 3 về vụ đồng_bộ thì rõ_ràng Bluetooth là cái thứ sóng yếu , lỗi đồng_bộ và dễ bị cản sóng . mà càng cản thì càng hao pin để quét và giữ kết_nối ... ...  
"
neutral,"Thằng Xiaomi này nó định phá đảo thế_giới thực hả các bác , giá ghê quá đi  
"
positive,"cái này ngon bổ rẻ nè .  
"
positive,"Sai rồi nhé , không phỉa tự_nhiên mà samsung phải tự làm chip cho mình , hoặc dùng những con đắt tiền hơn , cảm_biến ảnh đắt tiền hơn phần còn lại của thế_giới . Bạn đã bao_giờ biết đến khái_niệm xem video trên thiế bị này "" trơn hơn "" trên thiết_bị khác , camera máy này "" trơn hơn "" camera trên thiết_bị khác chưa . Nếu bạn là dân làm phim , chụp ảnh , hoặc mê phim bạn sẽ hiểu , video và camera của samsung luôn cho 1 sự "" trơn hơn "" các đối_thủ . Điều đó chứng_tỏ là chip của họ mạnh hơn , thuật_toán xử_lý tốt hơn , cảm_biến tốt hơn ... Và những người cầu_toàn về ảnh ọt video như mình luôn cực_kỳ khắt_khe vấn_đề này
"
negative,"Quan_tâm nhất_là độ trễ có cao không , dùng thi_thoảng nó cứ trễ bực_mình , đấy mới chỉ là dùng văn_phòng chứ game thì chắc là ném đi từ lâu . Không biết con này có độ trễ không nhỉ . Dùng nhiều loại nhưng vẫn kết nhất con chuột sứ mitsumi , gọn bấm nảy tốt  
"
neutral,"500GB thì_có dòng SSD_T1 , T3 của Samsung ( mình đang sài ) cho tốc_độ đọc / ghi ~ 450MB / s giá trên Tiki , Lazada khoảng 5,2 tr . Giá mua bên Mỹ ship về khoảng 3,9 tr . Quá ổn , cần gì đợi ! .  
"
positive,"Em đẹp lung_linh huyền_ảo . Em làm mê_đắm nhiều người . Anh sẽ cưới em . Anh sẽ nhìn em đắm_đuối và em hãy bảo_lưu ánh mắt của anh vào trong trái_tim e nhé .
"
positive,"very good  
"
neutral,"bạn ơi , hỏi lại vì mình chưa rõ , giả_sử mình kết_nối bluetooth cài_đặt báo_thức 6h sáng cho con miband này , sau đó tắt bluetooth điện_thoại đi : thì 6h sáng nó có báo_thức cho mình không ? và những sáng ngày_sau nữa nó có báo_thức cho mình ko bạn ? ( không kết_nối bluetooth với phone nhé )  
"
positive,"Bác này lại chưa hiểu hết vđề rồi . Cái smw nó vừa có sim vừa kết_nối với smp thông_qua BLT . Nó có_thể hđ độc_lập nếu smp hết pin hoặc ra ngoài phạm_vi BLT . Đến đây bác đã thỏa_mãn chưa vậy ?  
"
negative,"12tr hợp_lí hơn
"
positive,"Quá đẹp . Ước ji nó mang hiệu của việt nam
"
positive,"Thay toan la che Sony , minh da xai qua cac dong Sony tu loai phim bam den cam ung , hien nay minh dang xai Z3 , phai noi rat hai long
"
neutral,"Thế_thì bạn thích con Garmin nào thì mua nó về rồi tải app Connect của nó ngay bây h đi . Phiên_bản hiện_tại trên i_OS là 3.8.2 xài với Vivosmart_HR fw 3.30 mình thấy tương_đối ổn ko lỗi_lầm gì nghiêm_trọng .
"
neutral,"GGplay có cho tải cái gì khác ngoài mấy app của nó đâu , cài = apk thì đa_phần là ko tương_thichs được với ShieldTV
"
positive,"đẹp thế  
"
negative,"﻿đang xài oppo_f_1 được ba_tháng . Càng xài càng thấy tệ
"
positive,"chắc_chắn doanh_thu của nó chấp cả sam , LG , HTC , Sony , moto . tin tôi đi . nếu phải bỏ hơn 155 ra mua đt ai cũng chọn ip thôi .
"
positive,"Mấy thím hay cê vớ_vẩn . On ầy dùng ok luôn . Mỗi_tội ra ngoài_trời nawgs thì màn_hình tối thối  
"
negative,"máy em ở 4.0 r.so sánh với cái ảnh about phone chả khác_gì topic trước . em mua lại đã unlock r . nhưng_mà build thì không so_sánh vì ảnh chụp thiếu , sóng thì lúc_nào có thì rất căng . nhưng bỏ đấy đi tắm hay đi ngủ vẫn nguyên chỗ đấy nó gạch_chéo luôn . ngồi im vào mạng thì cả ngày không mất . bộ_nhớ formart lại còn có 4.2gb chắc do rom . hôm mua về 11.5gb nhưng là ảo bị lỗi parameter vì rom enable có nấy . mà đính_chính là go không_thể nhẹ và ngon bằng next launcher nhé bác .  
"
neutral,"10.11.3 macbook_pro_retine_13_late_2013 bac
"
negative,"Pin con này đủ dùng 1 ngày ko mấy bác . Đang dùng xp màn 4 inch pin 1300 đã hẻo em này còn hẻo hơn .  
"
neutral,"máy mình sao ko kết_nối đc với miband nhỉ nó báo ko tìm thấy , mình dùng LG_G_pro . android_4.4.4
"
positive,"Hàng của Fujitsu bao_giờ cũng ngon . Điện_thoại thì chưa thử bao_giờ nhưng Máy_tính_xách_tay của Fujitsu mình đã được sử_dụng rồi , rất đẹp và bền . Đồ Nhật_Bản ngon thật , ngon từ máy_móc thiết_bị cho_đến cả đồ_ăn )  
"
negative,"﻿vài năm trước có xài mấy con SHARP , multimedia thì đỉnh mà sóng_gió với pin thì ẹ quá . giờ đt NHẬT chơi android mà k dc up_rom thì_có khác_gì cưới vợ mà k dc ... ... ... ... . f . . k  
"
positive,"Pin lên tới 2 ngày  
"
positive,"Những flagship như_thế_này tất_nhiên máy_ảnh không_thể tồi được . Samsung đã đầu_tư những công_nghệ tốt nhất vào đây rồi
"
negative,"﻿mình thật_sự không dám nhìn vào cái hình S7_active này , cảm_giác bựa bựa thế_nào ấy , mặc_dù mình là fan cuồng của SS .
"
negative,"Không_thể_nào , IP_SE thần_thánh của Ifan đây sao . Trước tôi nghe tâng_bốc con này ác lắm cơ_mà
"
neutral,"90% những thứ đó không dùng duoc ở việt_nam . Vậy nên smw chỉ phát_huy tốt nhất_là ở mỹ . Nơi mà công_nghệ luôn đc đi đầu và cũng đc thử_nghiệm đầu_tiên trên thế_giới .
"
